Recipe_Name,Review_Count,Author,Prepare_Time,Cook_Time,Total_Time,Ingredients,Directions,RecipeID,Recipe_Photo
^Millionaire^^s Cake Recipe ^,23,Barbara,30 m,1 h,1 h 30 m,"pineapple,cake,cream cheese,topping thawed,vanilla,milk,walnut","Preheat oven to 350 degrees F (175 degrees C). Grease and flour one 9x13 inch pan.**Drain pineapple. Put pineapple in a clean layered cheesecloth and wring out remaining juice.  If pineapple is not well drained, it will make the filling runny.**Mix and bake cake according to package instructions. Pour 1/2 of the batter into the prepared pan. Discard or find another use for the remaining half of the batter.**Bake at 350 degrees F (175 degrees C) for 20 minutes or until done. Let cake cool in pan on a wire rack.**Beat softened cream cheese until fluffy.  Slowly add milk, combining thoroughly.  Add instant pudding and beat until thick.  Pudding mixture will thicken when refrigerated.  When cake is cool and pudding mixture  is thickened you can assemble the cake.  Spread pudding mixture on top of the cooled cake.  Sprinkle drained pineapple over pudding.  Carefully spread thawed frozen whipped topping over all.  Sprinkle chopped walnuts over all.  Refrigerate.  Enjoy!**",7873,https://images.media-allrecipes.com/userphotos/250x250/655100.jpg
Matrimonial Bliss Recipe ,8,Gudny Bjorg Kjaerbo,25 m,35 m,1 h,"butter,brown sugar,flour,oat,coconut,egg,baking soda,rhubarb","Preheat oven to 350 degrees F (175 degrees C). Grease one 10-inch round cake pan.**Place butter, brown sugar, flour, oatmeal, coconut, egg and baking soda in a bowl and mix well. Put 2/3 of the batter in the prepared pan then spread the rhubarb jam over it. Pat the remaining dough over the top.**Bake in preheated oven until a tester inserted in the center comes out clean, 35 to 45 minutes.**",7874,https://images.media-allrecipes.com/userphotos/250x250/135023.jpg
Pudding Poke Cake Recipe ,116,Karin Christian,X,X,X,"cake,chocolate,sugar,milk","^Prepare and bake cake mix according to package directions for one 9x13 inch cake. Remove cake from oven. Poke holes at once down through cake to pan with the round handle of a wooden spoon. Holes should be at 1 inch intervals.**Combine the pudding mix with the confectioners^^ sugar and gradually stir in the milk. Beat with an electric mixer at low speed for not more than 1 minute. Do not  over beat. Quickly, before pudding thickens, pour about 1/2 of the thin pudding evenly over the warm cake and into the holes. (This will make the stripes in the cake.) Allow the remaining pudding to thicken slightly then spoon over the top, and spread to frost the top of the cake. Chill for at least 1 hour before serving. Store leftovers in the refrigerator.**^",7875,https://images.media-allrecipes.com/userphotos/250x250/370615.jpg
Cherry Almond Coffeecake Recipe ,79,Glenda,X,X,X,"sour cream,water,egg,cake,cherry,almond,sugar,milk,vegetable oil","^Preheat oven to 350 degrees F (175 degrees C). Generously grease and flour one 15 1/2x 10 1/2 inch jelly roll pan.**Mix sour cream, water and eggs.  Stir in cake mix until moistened. You will notice the batter will be lumpy.  Spread into pan.  Drop pie filling by large spoonfuls onto batter.**Bake at 350 degrees F (175 degrees C) for 25 minutes or until cake tests done. Sprinkle cake with almonds and drizzle with glaze.**To Make Glaze: Mix confectioner^^s sugar, milk and vegetable oil. Stir in a few extra drops of milk if necessary. Stir until mixture is smooth and of a desired consistency. Drizzle over still warm cake.**^",7876,https://images.media-allrecipes.com/userphotos/560x315/2407958.jpg
Yellow Angel Food Cake Recipe ,27,Theresa,X,X,X,"white sugar,water,egg,flour,cream","Whip the egg whites until foamy.  Add cream of tartar, and continue beating until stiff.  In a separate bowl, beat the egg yolks until lemon coloured.**Boil the sugar and water until it reaches the thread stage, 230 - 234 degrees F (110 - 112 degrees C).  Beat syrup into egg whites.  Fold in egg yolks.  Fold in flour.  Pour batter into an ungreased tube pan.**Bake at 350 degrees F (175 degrees C) for 1 hour.  Cool.**",7877,https://images.media-allrecipes.com/userphotos/560x315/994601.jpg
Raw Apple Pound Cake Recipe ,14,Pat Thornton,X,X,X,"vegetable oil,white sugar,egg,flour,cinnamon,vanilla,apple,pecan","Preheat oven to 350 degrees F (175 degrees C).  Grease and flour a bundt pan.**Cream together oil, sugar, and eggs.  Blend in flour, cinnamon, and vanilla.  Stir in chopped apples and nuts.  Pour batter into prepared pan.**Bake for 1 hour, or until done.  Cool.**",7881,https://images.media-allrecipes.com/userphotos/250x250/11271.jpg
Banana Pudding Cake Recipe ,317,Barbara,30 m,1 h,2 h,"cake,banana,egg,water,vegetable oil,banana,sugar,milk,vanilla,walnut","^Preheat oven to 350 degrees F (175 degrees C). Grease and flour a 10 inch Bundt pan.**In a large bowl, stir together cake mix and pudding mix. Make a well in the center and pour in eggs, water, oil and mashed banana. Beat on low speed until blended. Scrape bowl, and beat 4 minutes on medium speed. Pour batter into prepared pan.**Bake in a preheated oven for 50 to 55 minutes, or until cake tests done. Let cool in pan for 10 minutes, then turn out onto a wire rack and cool completely.**To make glaze:  In a small bowl, combine confectioners^^ sugar, milk and vanilla. Whisk until smooth and of a drizzling consistency.  When cake is cooled, drizzle icing over cake with a zigzag motion.  Sprinkle chopped nuts over wet icing if desired.**^",7883,https://images.media-allrecipes.com/userphotos/250x250/435041.jpg
Two Part Angel Cake Recipe ,9,Liz,X,X,X,"egg,cream,salt,white sugar,flour,vanilla,egg,white sugar,salt,flour,water,baking powder,vanilla","To make Bottom/White part:  Beat whites with salt until frothy.  Add cream of tartar and continue beating until stiff, but not dry.  Sift 1/2 cup flour and 3/4 cup sugar 4 times (separately).  Add sugar gradually, then fold in flour. Add in 1/2 teaspoon vanilla.  Put into ungreased angel cake pan.  Prepare top.**To Make Top/Yellow Part:  Beat yolks until light.  Add 3/4 cup sugar, which has been sifted 4 times, gradually.  Beat for 3 minutes.  Add 3/4 cup flour and baking powder, which has been sifted together 4 times.  Alternate flour mixture with hot water.  Add 1 teaspoon vanilla.  Pour this mix over top of first batter.**Bake at 325 degrees F (165 degrees C) for 40 minutes.**",7884,https://images.media-allrecipes.com/userphotos/560x315/625799.jpg
Decorator Frosting II Recipe ,8,Carol,X,X,X,"butter,flour,water,sugar,vanilla",Cream butter until very light. Cream in flour. Add water and vanilla. Add sugar until desired consistency is reached. For frosting the cake use a thinner icing. Then add additional sugar to make the icing thicker for putting decorations on the frosted cake.**,7886,https://images.media-allrecipes.com/userphotos/560x315/5472393.jpg
Genoese Sponge Recipe ,5,Carol,X,X,X,"egg,cream,white sugar,butter,white sugar,egg,flour,baking powder,salt","Preheat oven to 350 degrees F.  Grease a 10 inch tube pan.**Beat egg whites and cream of tartar until soft peaks form.  Add 3/4 cup sugar gradually, beating until very stiff.**In a large bowl, cream butter or margarine and 1 cup sugar well.  Add egg yolks, and beat until thick and fluffy.  Sift flour, baking powder, and salt over batter.  Fold in.  Gently fold in egg whites.  Pour batter into prepared pan.**Bake for 50 to 60 minutes, until an inserted wooden pick comes out clean.  Cool.  Ice with your favorite frosting.**",7894,https://images.media-allrecipes.com/userphotos/560x315/808424.jpg
Pear Cake Recipe ,17,Carol,X,X,X,"egg,brown sugar,butter,vanilla,flour,whole wheat,oat,baking powder,baking soda,cinnamon,salt,pear","Stir together the flours, oats, baking powder, baking soda, cinnamon, and salt.**In a large bowl, beat the eggs.  Gradually beat in the brown sugar until the mixture is thick.  Beat in the melted butter or margarine and the vanilla.  Beat flour mixture into the liquid mixture, and then stir in the grated pears. Turn the batter into a greased and floured tube pan.**Bake at 325 degrees F (165 degrees C) for 70 minutes, or until it tests done with a toothpick. Transfer cake to a rack to cool.**",7895,https://images.media-allrecipes.com/userphotos/560x315/2617455.jpg
Scottish Gingerbread Recipe ,7,Carol,X,X,X,"butter,white sugar,molasses,egg,beer,flour,whole wheat,ginger,cinnamon,clove,nutmeg,baking soda,raisin,orange,almond","Stir together the flours, spices, and baking soda.**In a large bowl, cream the butter or margarine with the sugar and molasses.  Beat in the eggs, then the beer.  Beat the flour mixture into the creamed mixture.  Stir in the raisins, orange peel, and almonds.  Turn the batter into a greased and floured 9 x 13 inch baking pan.**Bake at 325 degrees F (165 degrees C) for 40 minutes, or until done.  Transfer to a rack to cool.**",7896,https://images.media-allrecipes.com/userphotos/250x250/130830.jpg
Applesauce Oatmeal Cake Recipe ,23,Carol,X,X,X,"butter,white sugar,egg,applesauce,milk,flour,oat,salt,baking powder,cinnamon,nutmeg,clove,raisin,walnut","Stir together flour, oats, salt, baking powder, and spices.**In a large bowl, cream the butter or margarine with the sugar.  Beat in the eggs, then the applesauce and milk.  Beat flour mixture into applesauce mixture.  Stir in the raisins and nuts.  Turn the batter into a greased and floured tube pan.**Bake the cake in a preheated oven at 350 degrees F (175 degrees C) for 65 minutes, or until it tests done.  Let cake cool on a wire rack.**",7898,https://images.media-allrecipes.com/userphotos/250x250/338338.jpg
Banana Oatmeal Crumb Cake Recipe ,198,Carol,X,X,X,"butter,brown sugar,egg,banana,vanilla,flour,oat,salt,baking soda,oat,brown sugar,butter,walnut,cinnamon","Stir together flour, 1 1/3 cups oats, salt, and baking soda.**In a large bowl, cream 1/2 cup butter or margarine with 2/3 cup brown sugar.  Beat in the eggs, then the bananas and vanilla.  Beat the flour mixture into the banana mixture.  Turn the batter into a greased and floured 8 inch square pan.**Mix 3/4 cup oats, 1/3 cup brown sugar, melted butter or margarine, walnuts, and cinnamon together until crumbly.  Sprinkle evenly over the top of the batter.**Bake in preheated oven at 350 degrees F (175 degrees C) for 40 to 45 minutes, or until it tests done.  Transfer to a rack to cool.**",7899,https://images.media-allrecipes.com/userphotos/560x315/260008.jpg
Thirty Day Friendship Cake Recipe ,60,Yvonne,1 h,1 h,30 d 2 h,"fruit,peach,white sugar,pineapple,white sugar,cherry,white sugar,cake,vanilla,vegetable oil,egg,raisin,walnut,coconut","^Day One: In a large glass jar or bowl, combine 2 cups of the starter with 1 can of the sliced peaches and their juice (each slice chopped into 4 pieces). Add 2 1/2 cups of the white sugar and stir once every day for 10 days. When  not stirring mixture, keep it covered with a paper towel, foil, or a loose lid. Let sit at room temperature. Don^^t refrigerate it or cover it airtight. A pan of water underneath the jar or bowl will keep the ants out.**Day Ten: Add 1 can of chunk pineapple and it^^s juice. Cut each chunk of pineapple in half. Stir in 1/2 cup of white sugar. Stir once everyday for 10 days. The color should change, and the mixture should foam when stirred.**Day Twenty:  Slice each cherry in half, and stir in. Add 2 1/2 cups of the white sugar. Stir once every day for the final 10 days. The cherries will give the juice back its pinkish color.**Day Thirty: Drain fruit and reserve it and the liquid. The fruit will be used in the cake. Pour the liquid into 3 glass or ceramic pint jars. One for you to start your next cake, and two for friends. Cake must be started within 3 days after receiving the starter, or you should freeze the starter to use at a later date. Do not use plastic or metal containers to store liquid!**Preheat oven to 325 degrees F (165 degrees C). Grease and flour two 9x13 inch baking pans.**It^^s best to mix the two cakes separately. Combine 1 box of the cake mix, 1 box of the instant vanilla pudding, 2/3 cup of the vegetable oil, and 4 of the eggs. Stir, then add 1/2 of the drained reserved fruit from the starter. Stir, then add 1 cup of the golden raisins, 1 cup of the chopped nuts and 1 cup of the coconut. Stir until all ingredients are combined. The batter will be stiff. Pour batter into the prepared cake pan. Repeat for cake number two.**Bake cakes at 325 degrees F (165 degrees C) for 55 to 65 minutes.**^",7900,https://images.media-allrecipes.com/userphotos/560x315/1042293.jpg
^Webb^^s Cake Recipe ^,2,JoAnn,X,X,X,"baking mix,white sugar,brown sugar,apple,cinnamon,egg,milk,apple,butter,sugar,milk,vanilla","^Preheat oven to 350 degrees F (175 degrees C). Grease and flour one 9x13 inch baking pan.**Combine the biscuit mix, white sugar, brown sugar, apple pie spice, ground cinnamon, eggs, milk, mashed apple pie filling and the butter margarine. Mix until just combined. Pour batter into the prepared pan.**Bake at 350 degrees F (175 degrees C) for 50 minutes. Remove cake from oven and drizzle with glaze.**To Make Glaze: Combine the confectioners^^ sugar, milk and vanilla. Stir until smooth. Drizzle over the cake while it is still warm.**^",7901,https://images.media-allrecipes.com/images/79591.png
Sugar Free Mocha Cheesecake Recipe ,31,Jenn Hall,X,X,X,"chocolate,pecan,butter,cream cheese,brown sugar,egg,vanilla,coffee,flour,sour cream","Preheat oven to 400 degrees F (205 degrees C).**Combine the chocolate wafer cookie crumbs, pecans and butter or margarine and mix well. Press into the bottom and 1/2 up the sides of one 9 inch springform pan.**In a large bowl, with and electric mixer on medium speed, beat together the cream cheese and brown sugar substitute until fluffy. Beat in the eggs, vanilla and espresso until smooth and well blended. Approximately 2 minutes. Add the flour and sour cream and beat until smooth. Scrape filling into the prepared crust and smooth top.**Bake at 400 degrees F (205 degrees C) for 15 minutes then reduce oven temperature to 300 degrees F (150 degrees C) and continue baking for 25 to 30 minutes or until cheesecake is set around the edges but still jiggles slightly in the center. Let cake cool for 2 to 3 hours then refrigerate until well chilled. Approximately 6 hours or overnight. One hour before serving, run a knife around the edge of the pan and remove the cake from the springform pan. Slice and serve.**",7902,https://images.media-allrecipes.com/userphotos/560x315/2858121.jpg
